"pkid","id_sensor","time","temperature","humidity"
"1056","1","2016-11-05 11:43:38","15","88.2"
"1058","1","2016-11-05 11:43:59","15.1","88.7"
"1060","1","2016-11-05 11:44:19","15","88.7"
"1062","1","2016-11-05 11:44:39","15","88.8"
"1064","1","2016-11-05 11:45:00","15","88.5"
"1066","1","2016-11-05 11:45:20","15","88.7"
"1068","1","2016-11-05 11:45:40","15","88.7"
"1070","1","2016-11-05 11:46:01","15","88.6"
"1072","1","2016-11-05 11:46:21","15.1","88.6"
"1074","1","2016-11-05 11:46:41","15.1","88.8"
"1076","1","2016-11-05 11:47:01","15","88.7"
"1078","1","2016-11-05 11:47:22","15.1","89"
"1080","1","2016-11-05 11:47:42","15","89.3"
"1082","1","2016-11-05 11:48:02","15","89.6"
"1084","1","2016-11-05 11:48:23","15.1","89.6"
"1086","1","2016-11-05 11:48:43","15","88.9"
"1088","1","2016-11-05 11:49:03","15","89.1"
"1090","1","2016-11-05 11:49:24","15","89.2"
"1092","1","2016-11-05 11:49:44","15.1","90"
"1094","1","2016-11-05 11:50:04","15","89.8"
"1096","1","2016-11-05 11:50:24","15","89.8"
"1098","1","2016-11-05 11:50:45","15","89.6"
"1100","1","2016-11-05 11:51:05","15","89.1"
"1102","1","2016-11-05 11:51:25","15","89.4"
"1104","1","2016-11-05 11:51:46","15.1","89.4"
"1106","1","2016-11-05 11:52:06","15","88.9"
"1108","1","2016-11-05 11:52:26","15","88.9"
"1110","1","2016-11-05 11:52:47","15","89"
"1112","1","2016-11-05 11:53:07","15","89"
"1114","1","2016-11-05 11:53:27","15","88.9"
"1116","1","2016-11-05 11:53:48","15","88.5"
"1118","1","2016-11-05 11:54:08","15","88.4"
"1120","1","2016-11-05 11:54:28","15","88.4"
"1122","1","2016-11-05 11:54:48","15","89.5"
"1124","1","2016-11-05 11:55:09","15","88.7"
"1126","1","2016-11-05 11:55:29","15","88.8"
"1128","1","2016-11-05 11:55:49","15","88.6"
"1130","1","2016-11-05 11:56:10","15","88.3"
"1132","1","2016-11-05 11:56:30","15","88.4"
"1134","1","2016-11-05 11:56:50","15","89.2"
"1136","1","2016-11-05 11:57:11","15","89.3"
"1138","1","2016-11-05 11:57:31","15","88.8"
"1140","1","2016-11-05 11:57:51","15","88.8"
"1142","1","2016-11-05 11:58:12","15","88.4"
"1144","1","2016-11-05 11:58:32","15","88.1"
"1146","1","2016-11-05 11:58:52","15","89.1"
"1148","1","2016-11-05 11:59:12","15","88.1"
"1150","1","2016-11-05 11:59:33","15","88.2"
"1152","1","2016-11-05 11:59:53","15.1","89.8"
"1154","1","2016-11-05 12:00:13","15.1","90.8"
"1156","1","2016-11-05 12:00:34","15.1","91.8"
"1158","1","2016-11-05 12:00:54","15.1","91.6"
"1160","1","2016-11-05 12:01:14","15.1","92.4"
"1162","1","2016-11-05 12:01:35","15.2","91.7"
"1164","1","2016-11-05 12:01:55","15.1","91.5"
"1166","1","2016-11-05 12:02:15","15.1","90.6"
"1168","1","2016-11-05 12:02:35","15.2","91"
"1170","1","2016-11-05 12:02:56","15.1","90.2"
"1172","1","2016-11-05 12:03:16","15.1","89.9"
"1174","1","2016-11-05 12:03:36","15.1","89.5"
"1176","1","2016-11-05 12:03:57","15.1","89.1"
"1178","1","2016-11-05 12:04:17","15","88.1"
"1180","1","2016-11-05 12:04:37","15","87.6"
"1182","1","2016-11-05 12:04:58","15","78.3"
"1184","1","2016-11-05 12:05:18","15","76.3"
"1186","1","2016-11-05 12:05:38","15","75.6"
"1188","1","2016-11-05 12:05:59","15","74.1"
"1190","1","2016-11-05 12:06:19","14.9","73.1"
"1192","1","2016-11-05 12:06:39","14.9","73"
"1194","1","2016-11-05 12:06:59","14.9","64.6"
"1196","1","2016-11-05 12:07:20","14.9","64.7"
"1198","1","2016-11-05 12:07:40","14.9","64.7"
"1200","1","2016-11-05 12:08:00","14.9","64.7"
"1202","1","2016-11-05 12:08:21","14.9","64.6"
"1204","1","2016-11-05 12:08:41","14.8","64.4"
"1206","1","2016-11-05 12:09:01","14.9","64.5"
"1208","1","2016-11-05 12:09:22","14.9","64.5"
"1210","1","2016-11-05 12:09:42","14.8","64.2"
"1212","1","2016-11-05 12:10:02","14.8","64.2"
"1214","1","2016-11-05 12:10:22","14.8","64.2"
"1216","1","2016-11-05 12:10:43","14.8","64.1"
"1218","1","2016-11-05 12:11:03","14.8","64.1"
"1220","1","2016-11-05 12:11:23","14.8","64.1"
"1222","1","2016-11-05 12:11:44","14.7","64"
"1224","1","2016-11-05 12:12:04","14.7","64.1"
"1226","1","2016-11-05 12:12:24","14.8","64.2"
"1228","1","2016-11-05 12:12:45","14.7","64.2"
"1230","1","2016-11-05 12:13:05","14.8","64.2"
"1232","1","2016-11-05 12:13:25","14.8","64.2"
"1234","1","2016-11-05 12:13:46","14.7","64.1"
"1236","1","2016-11-05 12:14:06","14.7","64.5"
"1238","1","2016-11-05 12:14:26","14.8","65.1"
"1240","1","2016-11-05 12:14:47","14.8","73.6"
"1242","1","2016-11-05 12:15:07","14.7","77.6"
"1244","1","2016-11-05 12:15:27","14.7","76.7"
"1246","1","2016-11-05 12:15:47","14.7","76.7"
"1248","1","2016-11-05 12:16:08","14.7","76.7"
"1250","1","2016-11-05 12:16:28","14.7","76.5"
"1252","1","2016-11-05 12:16:48","14.7","76.7"
"1254","1","2016-11-05 12:17:09","14.8","77"
"1256","1","2016-11-05 12:17:29","14.7","77.5"
"1258","1","2016-11-05 12:17:49","14.7","77.8"
"1260","1","2016-11-05 12:18:09","14.7","78.1"
"1262","1","2016-11-05 12:18:30","14.7","78.2"
"1264","1","2016-11-05 12:18:50","14.7","79.2"
"1266","1","2016-11-05 12:19:10","14.7","79.4"
"1268","1","2016-11-05 12:19:31","14.7","79.4"
"1270","1","2016-11-05 12:19:51","14.7","79.5"
"1272","1","2016-11-05 12:20:12","14.7","79.7"
"1274","1","2016-11-05 12:20:32","14.6","79.7"
"1276","1","2016-11-05 12:20:52","14.7","79.8"
"1278","1","2016-11-05 12:21:12","14.7","80.1"
"1280","1","2016-11-05 12:21:33","14.7","80.7"
"1282","1","2016-11-05 12:21:53","14.7","80.8"
"1284","1","2016-11-05 12:22:13","14.7","80.7"
"1286","1","2016-11-05 12:22:34","14.7","80.7"
"1288","1","2016-11-05 12:22:54","14.7","80.5"
"1290","1","2016-11-05 12:23:14","14.7","80.5"
"1292","1","2016-11-05 12:23:35","14.6","80.5"
"1294","1","2016-11-05 12:23:55","14.6","80.9"
"1296","1","2016-11-05 12:24:15","14.7","81.2"
"1298","1","2016-11-05 12:24:35","14.6","81.5"
"1300","1","2016-11-05 12:24:56","14.6","82"
"1302","1","2016-11-05 12:25:16","14.6","82.5"
"1304","1","2016-11-05 12:25:36","14.6","82.8"
"1306","1","2016-11-05 12:25:57","14.7","83.5"
"1308","1","2016-11-05 12:26:17","14.6","84"
"1310","1","2016-11-05 12:26:37","14.6","84.6"
"1312","1","2016-11-05 12:26:58","14.6","85.4"
"1314","1","2016-11-05 12:27:18","14.6","87"
"1316","1","2016-11-05 12:27:38","14.6","87.9"
"1318","1","2016-11-05 12:27:58","14.6","88.1"
"1320","1","2016-11-05 12:28:19","14.6","80.7"
"1322","1","2016-11-05 12:28:39","14.6","79.1"
"1324","1","2016-11-05 12:28:59","14.6","78.9"
"1326","1","2016-11-05 12:29:20","14.6","79.6"
"1328","1","2016-11-05 12:29:40","14.6","85.1"
"1330","1","2016-11-05 12:30:00","14.6","85.5"
"1332","1","2016-11-05 12:30:21","14.6","82.8"
"1334","1","2016-11-05 12:30:41","14.6","84.1"
"1336","1","2016-11-05 12:31:01","14.6","85.5"
"1338","1","2016-11-05 12:31:21","14.6","86.3"
"1340","1","2016-11-05 12:31:42","14.6","87"
"1342","1","2016-11-05 12:32:02","14.6","87.8"
"1344","1","2016-11-05 12:32:22","14.6","88.6"
"1346","1","2016-11-05 12:32:43","14.6","89.5"
"1348","1","2016-11-05 12:33:03","14.6","90.6"
"1350","1","2016-11-05 12:33:23","14.6","92.5"
"1352","1","2016-11-05 12:33:44","14.6","92.4"
"1354","1","2016-11-05 12:34:04","14.6","91.7"
"1356","1","2016-11-05 12:34:24","14.6","90.8"
"1358","1","2016-11-05 12:34:44","14.6","92"
"1360","1","2016-11-05 12:35:05","14.6","91.3"
"1362","1","2016-11-05 12:35:25","14.6","88.4"
"1364","1","2016-11-05 12:35:45","14.6","86.9"
"1366","1","2016-11-05 12:36:06","14.6","85.9"
"1368","1","2016-11-05 12:36:26","14.6","85.1"
"1370","1","2016-11-05 12:36:46","14.6","84.7"
"1372","1","2016-11-05 12:37:07","14.6","84.3"
"1374","1","2016-11-05 12:37:27","14.6","83.8"
"1376","1","2016-11-05 12:37:47","14.6","83.4"
"1378","1","2016-11-05 12:38:07","14.6","83.2"
"1380","1","2016-11-05 12:38:28","14.6","82.9"
"1382","1","2016-11-05 12:38:48","14.6","82.8"
"1384","1","2016-11-05 12:39:08","14.6","82.8"
"1386","1","2016-11-05 12:39:29","14.6","82.9"
"1388","1","2016-11-05 12:39:49","14.6","83"
"1390","1","2016-11-05 12:40:09","14.6","83.1"
"1392","1","2016-11-05 12:40:30","14.6","83.2"
"1394","1","2016-11-05 12:40:50","14.6","83.5"
"1396","1","2016-11-05 12:41:10","14.6","84.1"
"1398","1","2016-11-05 12:41:31","14.6","84.6"
"1400","1","2016-11-05 12:41:51","14.6","84.8"
"1402","1","2016-11-05 12:42:11","14.6","84.9"
"1404","1","2016-11-05 12:42:31","14.6","84.9"
"1406","1","2016-11-05 12:42:52","14.6","85.1"
"1408","1","2016-11-05 12:43:12","14.6","85.2"
"1410","1","2016-11-05 12:43:32","14.6","85.4"
"1412","1","2016-11-05 12:43:53","14.6","85.8"
"1414","1","2016-11-05 12:44:13","14.5","86.1"
"1416","1","2016-11-05 12:44:33","14.6","86.4"
"1418","1","2016-11-05 12:44:54","14.6","86.6"
"1420","1","2016-11-05 12:45:14","14.5","86.7"
"1422","1","2016-11-05 12:45:34","14.5","86.9"
"1423","1","2016-11-05 12:45:54","14.5","87.1"
"1425","1","2016-11-05 12:46:15","14.5","87.1"
"1427","1","2016-11-05 12:46:35","14.5","87.1"
"1429","1","2016-11-05 12:46:55","14.5","87.1"
"1431","1","2016-11-05 12:47:16","14.5","87.1"
"1433","1","2016-11-05 12:47:36","14.6","87.2"
"1435","1","2016-11-05 12:47:56","14.5","87.3"
"1437","1","2016-11-05 12:48:17","14.5","87.5"
"1439","1","2016-11-05 12:48:37","14.5","87.6"
"1441","1","2016-11-05 12:48:57","14.5","87.8"
"1443","1","2016-11-05 12:49:17","14.6","88.1"
"1445","1","2016-11-05 12:49:38","14.5","88.8"
"1447","1","2016-11-05 12:49:58","14.6","89.3"
"1449","1","2016-11-05 12:50:18","14.5","89.5"
"1451","1","2016-11-05 12:50:39","14.6","90"
"1453","1","2016-11-05 12:50:59","14.6","90.7"
"1455","1","2016-11-05 12:51:19","14.6","91.1"
"1457","1","2016-11-05 12:51:40","14.6","89.4"
"1459","1","2016-11-05 12:52:00","14.5","89.5"
"1461","1","2016-11-05 12:52:20","14.6","89.5"
"1463","1","2016-11-05 12:52:40","14.6","89.8"
"1465","1","2016-11-05 12:53:01","14.5","90.2"
"1467","1","2016-11-05 12:53:21","14.5","91.3"
"1469","1","2016-11-05 12:53:41","14.5","97.3"
"1471","1","2016-11-05 12:54:02","0","99.9"
"1473","1","2016-11-05 12:54:22","0","79.6"
"1475","1","2016-11-05 12:54:42","0","99.9"
"1477","1","2016-11-05 12:55:03","0","99.9"
"1479","1","2016-11-05 12:55:23","0","99.9"
"1481","1","2016-11-05 12:55:43","0","99.9"
"1483","1","2016-11-05 12:56:03","0","0"
"1485","1","2016-11-05 12:56:24","0","0"
"1487","1","2016-11-05 12:56:44","0","0"
"1489","1","2016-11-05 12:57:04","0","0"
"1491","1","2016-11-05 12:57:25","0","0"
"1493","1","2016-11-05 12:57:45","0","0"
"1495","1","2016-11-05 12:58:05","0","0"
"1497","1","2016-11-05 12:58:26","0","0"
"1499","1","2016-11-05 12:58:46","0","0"
"1501","1","2016-11-05 12:59:06","0","0"
"1503","1","2016-11-05 12:59:26","0","0"
"1505","1","2016-11-05 12:59:47","0","0"
"1507","1","2016-11-05 13:00:07","0","0"
"1509","1","2016-11-05 13:00:27","0","0"
"1511","1","2016-11-05 13:00:48","14.5","69.8"
"1513","1","2016-11-05 13:01:08","14.6","68.8"
"1515","1","2016-11-05 13:01:28","14.6","68.3"
"1517","1","2016-11-05 13:01:49","14.6","68"
"1519","1","2016-11-05 13:02:09","14.6","67.5"
"1521","1","2016-11-05 13:02:29","14.5","69.5"
"1523","1","2016-11-05 13:02:49","14.5","66.2"
"1525","1","2016-11-05 13:03:10","14.5","65.3"
"1527","1","2016-11-05 13:03:30","14.5","65.6"
"1529","1","2016-11-05 13:03:50","14.5","65.1"
"1531","1","2016-11-05 13:04:11","14.5","65.1"
"1533","1","2016-11-05 13:04:31","14.5","64.8"
"1535","1","2016-11-05 13:04:51","14.5","64.8"
"1537","1","2016-11-05 13:05:12","14.5","64.6"
"1539","1","2016-11-05 13:05:32","14.5","64.6"
"1541","1","2016-11-05 13:05:52","14.4","64.5"
"1543","1","2016-11-05 13:06:13","14.5","64.8"
"1545","1","2016-11-05 13:06:33","14.5","64.7"
"1547","1","2016-11-05 13:06:53","14.4","64.5"
"1549","1","2016-11-05 13:07:14","14.5","64.6"
"1551","1","2016-11-05 13:07:34","14.5","64.4"
"1553","1","2016-11-05 13:07:54","14.4","64.3"
"1555","1","2016-11-05 13:08:14","14.5","64.4"
"1557","1","2016-11-05 13:08:35","14.5","64.4"
"1559","1","2016-11-05 13:08:55","14.4","64.2"
"1561","1","2016-11-05 13:09:15","14.4","64.2"
"1563","1","2016-11-05 13:09:36","14.5","64.3"
"1565","1","2016-11-05 13:09:56","14.5","64.3"
"1567","1","2016-11-05 13:10:16","14.4","64.5"
"1569","1","2016-11-05 13:10:37","14.5","65.7"
"1571","1","2016-11-05 13:10:57","14.5","65.4"
"1573","1","2016-11-05 13:11:17","14.5","66"
"1575","1","2016-11-05 13:11:38","14.5","66.4"
"1577","1","2016-11-05 13:11:58","14.5","66.5"
"1579","1","2016-11-05 13:12:18","14.5","67"
"1581","1","2016-11-05 13:12:38","14.5","66.2"
"1583","1","2016-11-05 13:12:59","14.6","66.3"
"1585","1","2016-11-05 13:13:19","14.6","66.5"
"1587","1","2016-11-05 13:13:39","14.6","66.5"
"1589","1","2016-11-05 13:14:00","14.6","66.5"
"1591","1","2016-11-05 13:14:20","14.6","66.3"
"1593","1","2016-11-05 13:14:40","14.6","66.3"
"1595","1","2016-11-05 13:15:01","14.6","66.4"
"1597","1","2016-11-05 13:15:21","14.6","66.5"
"1599","1","2016-11-05 13:15:41","14.6","66.4"
"1601","1","2016-11-05 13:16:01","14.6","66.5"
"1603","1","2016-11-05 13:16:22","14.6","66.4"
"1605","1","2016-11-05 13:16:42","14.7","66.5"
"1607","1","2016-11-05 13:17:02","14.7","66.4"
"1609","1","2016-11-05 13:17:23","14.7","66.3"
"1611","1","2016-11-05 13:17:43","14.7","66.3"
"1613","1","2016-11-05 13:18:03","14.7","66.3"
"1615","1","2016-11-05 13:18:24","14.6","66.2"
"1617","1","2016-11-05 13:18:44","14.6","66.2"
"1619","1","2016-11-05 13:19:04","14.7","66.3"
"1621","1","2016-11-05 13:19:25","14.6","66.2"
"1623","1","2016-11-05 13:19:45","14.7","66.3"
"1625","1","2016-11-05 13:20:05","14.7","66.3"
"1627","1","2016-11-05 13:20:25","14.7","66.2"
"1629","1","2016-11-05 13:20:46","14.7","66.1"
"1631","1","2016-11-05 13:21:06","14.7","66.2"
"1633","1","2016-11-05 13:21:26","14.7","66.1"
"1635","1","2016-11-05 13:21:47","14.7","66.1"
"1637","1","2016-11-05 13:22:07","14.7","66"
"1639","1","2016-11-05 13:22:27","14.7","66"
"1641","1","2016-11-05 13:22:48","14.7","66.1"
"1643","1","2016-11-05 13:23:08","14.7","66.1"
"1645","1","2016-11-05 13:23:28","14.7","66.1"
"1647","1","2016-11-05 13:23:49","14.7","66.8"
"1649","1","2016-11-05 13:24:09","14.7","66.1"
"1651","1","2016-11-05 13:24:29","14.7","66.2"
"1653","1","2016-11-05 13:24:49","14.7","66.2"
"1655","1","2016-11-05 13:25:10","14.7","66.2"
"1657","1","2016-11-05 13:25:30","14.7","66.1"
"1658","1","2016-11-05 13:25:50","14.7","66"
"1660","1","2016-11-05 13:26:11","14.7","66"
"1662","1","2016-11-05 13:26:31","14.7","66"
"1664","1","2016-11-05 13:26:51","14.7","66"
"1666","1","2016-11-05 13:27:12","14.7","66"
"1668","1","2016-11-05 13:27:32","14.7","66"
"1670","1","2016-11-05 13:27:52","14.7","66"
"1672","1","2016-11-05 13:28:12","14.7","66"
"1674","1","2016-11-05 13:28:33","14.7","66"
"1676","1","2016-11-05 13:28:53","14.7","66"
"1678","1","2016-11-05 13:29:14","14.7","66"
"1680","1","2016-11-05 13:29:34","14.7","66"
"1682","1","2016-11-05 13:29:54","14.7","66"
"1684","1","2016-11-05 13:30:14","14.7","66.7"
"1686","1","2016-11-05 13:30:35","14.7","66"
"1688","1","2016-11-05 13:30:55","14.7","66"
"1690","1","2016-11-05 13:31:15","14.7","66"
"1692","1","2016-11-05 13:31:36","14.7","66"
"1694","1","2016-11-05 13:31:56","14.7","65.9"
"1696","1","2016-11-05 13:32:16","14.7","65.9"
"1698","1","2016-11-05 13:32:37","14.7","65.9"
"1700","1","2016-11-05 13:32:57","14.7","65.9"
"1702","1","2016-11-05 13:33:17","14.7","65.9"
"1704","1","2016-11-05 13:33:37","14.7","65.9"
"1706","1","2016-11-05 13:33:58","14.7","65.8"
"1708","1","2016-11-05 13:34:19","14.7","65.9"
"1710","1","2016-11-05 13:34:40","14.7","66.2"
"1712","1","2016-11-05 13:35:00","14.7","66"
"1714","1","2016-11-05 13:35:20","14.7","66.2"
"1716","1","2016-11-05 13:35:40","14.7","66.1"
"1718","1","2016-11-05 13:36:01","14.7","65.9"
"1720","1","2016-11-05 13:36:21","14.7","66.1"
"1722","1","2016-11-05 13:36:41","14.7","66.5"
"1724","1","2016-11-05 13:37:02","14.7","66"
"1726","1","2016-11-05 13:37:22","14.7","65.8"
"1728","1","2016-11-05 13:37:42","14.7","65.9"
"1730","1","2016-11-05 13:38:03","14.7","66"
"1732","1","2016-11-05 13:38:23","14.7","66"
"1734","1","2016-11-05 13:38:43","14.7","66.1"
"1736","1","2016-11-05 13:39:03","14.6","65.8"
"1738","1","2016-11-05 13:39:24","14.7","66.2"
"1740","1","2016-11-05 13:39:44","14.7","66.2"
"1742","1","2016-11-05 13:40:04","14.7","66.1"
"1744","1","2016-11-05 13:40:25","14.7","65.9"
"1746","1","2016-11-05 13:40:45","14.7","66.2"
"1748","1","2016-11-05 13:41:06","14.7","66"
"1750","1","2016-11-05 13:41:26","14.7","66.1"
"1752","1","2016-11-05 13:41:46","14.7","66.1"
"1754","1","2016-11-05 13:42:06","14.7","65.8"
"1756","1","2016-11-05 13:42:27","14.7","66"
"1758","1","2016-11-05 13:42:47","14.6","65.8"
"1760","1","2016-11-05 13:43:07","14.7","66"
"1762","1","2016-11-05 13:43:28","14.7","66.1"
"1764","1","2016-11-05 13:43:48","14.7","66.4"
"1766","1","2016-11-05 13:44:08","14.7","66.4"
"1768","1","2016-11-05 13:44:29","14.7","66.5"
"1770","1","2016-11-05 13:44:49","14.7","66.3"
"1772","1","2016-11-05 13:45:09","14.7","66.6"
"1774","1","2016-11-05 13:45:30","14.7","66.4"
"1776","1","2016-11-05 13:45:50","14.6","66.2"
"1778","1","2016-11-05 13:46:10","14.7","66.2"
"1780","1","2016-11-05 13:46:31","14.6","65.9"
"1782","1","2016-11-05 13:46:51","14.7","66.2"
"1784","1","2016-11-05 13:47:11","14.7","66.1"
"1786","1","2016-11-05 13:47:32","14.7","66.2"
"1788","1","2016-11-05 13:47:52","14.7","66.3"
"1790","1","2016-11-05 13:48:12","14.7","66.6"
"1792","1","2016-11-05 13:48:32","14.6","66.1"
"1794","1","2016-11-05 13:48:53","14.7","66.3"
"1796","1","2016-11-05 13:49:13","14.6","65.9"
"1798","1","2016-11-05 13:49:34","14.6","65.8"
"1800","1","2016-11-05 13:49:54","14.7","66.1"
"1802","1","2016-11-05 13:50:14","14.7","66.1"
"1804","1","2016-11-05 13:50:34","14.7","66"
"1806","1","2016-11-05 13:50:55","14.7","66.3"
"1808","1","2016-11-05 13:51:15","14.7","66.1"
"1810","1","2016-11-05 13:51:35","14.6","66.1"
"1812","1","2016-11-05 13:51:56","14.7","66.2"
"1814","1","2016-11-05 13:52:16","14.7","66.5"
"1816","1","2016-11-05 13:52:36","14.6","66.2"
"1818","1","2016-11-05 13:52:57","14.7","66.4"
"1820","1","2016-11-05 13:53:17","14.7","66.2"
"1822","1","2016-11-05 13:53:37","14.7","66.5"
"1824","1","2016-11-05 13:53:57","14.7","66.6"
"1826","1","2016-11-05 13:54:18","14.7","66.7"
"1828","1","2016-11-05 13:54:38","14.7","66.7"
"1830","1","2016-11-05 13:54:58","14.7","66.5"
"1831","1","2016-11-05 13:55:19","14.7","66.5"
"1833","1","2016-11-05 13:55:39","14.7","66.2"
"1835","1","2016-11-05 13:55:59","14.7","66.4"
"1837","1","2016-11-05 13:56:20","14.7","66.4"
"1839","1","2016-11-05 13:56:40","14.7","66.2"
"1841","1","2016-11-05 13:57:00","14.7","66.2"
"1843","1","2016-11-05 13:57:20","14.7","66.1"
"1845","1","2016-11-05 13:57:41","14.7","66.4"
"1847","1","2016-11-05 13:58:01","14.6","66.3"
"1849","1","2016-11-05 13:58:21","14.7","66.1"
"1851","1","2016-11-05 13:58:42","14.7","66.3"
"1853","1","2016-11-05 13:59:02","14.7","66.1"
"1855","1","2016-11-05 13:59:22","14.6","66"
"1857","1","2016-11-05 13:59:43","14.7","66.5"
"1859","1","2016-11-05 14:00:03","14.7","66.4"
"1861","1","2016-11-05 14:00:23","14.6","66.2"
"1863","1","2016-11-05 14:00:43","14.6","65.8"
"1865","1","2016-11-05 14:01:04","14.7","65.8"
"1867","1","2016-11-05 14:01:24","14.6","65.9"
"1869","1","2016-11-05 14:01:44","14.7","66.1"
"1871","1","2016-11-05 14:02:05","14.7","66.2"
"1873","1","2016-11-05 14:02:25","14.6","66.1"
"1875","1","2016-11-05 14:02:45","14.6","66.1"
"1877","1","2016-11-05 14:03:05","14.6","66.1"
"1879","1","2016-11-05 14:03:26","14.6","66.2"
"1881","1","2016-11-05 14:03:46","14.6","66.2"
"1883","1","2016-11-05 14:04:06","14.6","66.1"
"1885","1","2016-11-05 14:04:27","14.6","66"
"1887","1","2016-11-05 14:04:47","14.6","65.9"
"1889","1","2016-11-05 14:05:07","14.6","65.9"
"1891","1","2016-11-05 14:05:28","14.6","66.5"
"1893","1","2016-11-05 14:05:48","14.6","66.8"
"1895","1","2016-11-05 14:06:08","14.6","67"
"1897","1","2016-11-05 14:06:28","14.7","68.2"
"1899","1","2016-11-05 14:06:49","14.7","67.8"
"1901","1","2016-11-05 14:07:09","14.7","67.7"
"1903","1","2016-11-05 14:07:29","14.6","67.9"
"1905","1","2016-11-05 14:07:50","14.7","68.5"
"1907","1","2016-11-05 14:08:10","14.7","69.5"
"1909","1","2016-11-05 14:08:30","14.7","70.7"
"1911","1","2016-11-05 14:08:51","14.7","70.7"
"1913","1","2016-11-05 14:09:11","14.7","71.6"
"1915","1","2016-11-05 14:09:31","14.8","78.6"
"1917","1","2016-11-05 14:09:52","14.9","80.1"
"1919","1","2016-11-05 14:10:12","14.9","86.6"
"1921","1","2016-11-05 14:10:32","15","90"
"1923","1","2016-11-05 14:10:53","15","92.9"
"1925","1","2016-11-05 14:11:13","15.1","95.8"
"1927","1","2016-11-05 14:11:34","15.1","97.5"
"1929","1","2016-11-05 14:11:54","15.2","99.1"
"1931","1","2016-11-05 14:12:14","15.2","99.9"
"1933","1","2016-11-05 14:12:35","15.3","99.9"
"1935","1","2016-11-05 14:12:55","15.3","99.9"
"1937","1","2016-11-05 14:13:15","15.4","99.9"
"1939","1","2016-11-05 14:13:35","15.5","99.9"
"1941","1","2016-11-05 14:13:56","15.6","99.9"
"1943","1","2016-11-05 14:14:16","15.7","99.9"
"1944","1","2016-11-05 14:14:36","15.7","99.9"
"1947","1","2016-11-05 14:14:57","15.7","99.9"
"1949","1","2016-11-05 14:15:17","15.7","99.9"
"1951","1","2016-11-05 14:15:37","15.6","99.9"
"1953","1","2016-11-05 14:15:58","15.5","99.9"
"1955","1","2016-11-05 14:16:18","15.4","99.9"
"1957","1","2016-11-05 14:16:38","15.3","99.9"
"1959","1","2016-11-05 14:16:59","15.2","99.9"
"1961","1","2016-11-05 14:17:19","15.2","99.9"
"1963","1","2016-11-05 14:17:39","15.2","99.9"
"1965","1","2016-11-05 14:18:00","15.2","99.9"
"1967","1","2016-11-05 14:18:20","15.2","99.9"
"1969","1","2016-11-05 14:18:40","15.1","99.9"
"1971","1","2016-11-05 14:19:00","15.1","99.5"
"1973","1","2016-11-05 14:19:21","15.1","98.2"
"1975","1","2016-11-05 14:19:41","15","97.1"
"1977","1","2016-11-05 14:20:01","15","95.2"
"1979","1","2016-11-05 14:20:22","15","95.9"
"1981","1","2016-11-05 14:20:42","15","95.1"
"1983","1","2016-11-05 14:21:02","15.1","95.1"
"1985","1","2016-11-05 14:21:22","15","91.3"
"1987","1","2016-11-05 14:21:43","15","88.2"
"1989","1","2016-11-05 14:22:03","15","87.5"
"1991","1","2016-11-05 14:22:23","15","87.9"
"1993","1","2016-11-05 14:22:44","15","87.3"
"1995","1","2016-11-05 14:23:04","15","85.7"
"1997","1","2016-11-05 14:23:24","15","85.1"
"1999","1","2016-11-05 14:23:45","15","82.8"
"2001","1","2016-11-05 14:24:05","15","82.5"
"2003","1","2016-11-05 14:24:25","15","81.3"
"2005","1","2016-11-05 14:24:45","15","80.8"
"2007","1","2016-11-05 14:25:06","15","80.8"
"2009","1","2016-11-05 14:25:26","15","80.4"
"2011","1","2016-11-05 14:25:46","15","80.4"
"2013","1","2016-11-05 14:26:07","15","80.3"
"2015","1","2016-11-05 14:26:27","14.9","80.3"
"2017","1","2016-11-05 14:26:47","14.9","80.1"
"2019","1","2016-11-05 14:27:08","14.9","80"
"2021","1","2016-11-05 14:27:28","14.9","79.8"
"2023","1","2016-11-05 14:27:48","14.9","79.8"
"2025","1","2016-11-05 14:28:08","14.9","79.5"
"2027","1","2016-11-05 14:28:29","14.9","79.5"
"2028","1","2016-11-05 14:28:49","14.9","79.3"
"2030","1","2016-11-05 14:29:09","14.9","79"
"2032","1","2016-11-05 14:29:30","14.9","79.4"
"2034","1","2016-11-05 14:29:50","14.9","79.3"
"2036","1","2016-11-05 14:30:10","14.9","79.1"
"2038","1","2016-11-05 14:30:31","14.9","79.3"
"2040","1","2016-11-05 14:30:51","15","79.6"
"2041","1","2016-11-05 14:31:11","15","80"
"2043","1","2016-11-05 14:31:32","15","80.3"
"2045","1","2016-11-05 14:31:52","15","80.8"
"2047","1","2016-11-05 14:32:12","15","81.8"
"2049","1","2016-11-05 14:32:33","15","82.4"
"2051","1","2016-11-05 14:32:53","15","83"
"2053","1","2016-11-05 14:33:13","15","83.5"
"2055","1","2016-11-05 14:33:34","15","85.5"
"2057","1","2016-11-05 14:33:54","15.1","87.3"
"2059","1","2016-11-05 14:34:14","15.1","87.7"
"2061","1","2016-11-05 14:34:34","15.1","88"
"2063","1","2016-11-05 14:34:55","15.1","88.4"
"2065","1","2016-11-05 14:35:15","15.1","88.7"
"2067","1","2016-11-05 14:35:35","15.1","88.7"
"2069","1","2016-11-05 14:35:56","15.1","88.8"
"2071","1","2016-11-05 14:36:16","15.1","88.6"
